LAT,LONG
"19° 21' 5,507"" S","66° 52' 34,597"" W"
"19° 25' 54,214"" S","66° 46' 15,761"" W"
"19° 21' 45,303"" S","66° 51' 43,954"" W"
"19° 19' 18,914"" S","66° 45' 31,684"" W"
"19° 18' 48,868"" S","66° 50' 48,786"" W"
"19° 19' 22,193"" S","66° 51' 42,019"" W"
"19° 16' 38,582"" S","66° 49' 30,516"" W"
"19° 25' 50,597"" S","66° 45' 13,562"" W"
"19° 18' 48,446"" S","66° 45' 13,843"" W"
"19° 26' 1,642"" S","66° 40' 55,240"" W"
"19° 23' 7,943"" S","66° 43' 27,149"" W"
"19° 17' 54,203"" S","66° 52' 8,451"" W"
"19° 17' 39,770"" S","66° 49' 51,653"" W"
"19° 18' 38,758"" S","66° 48' 26,303"" W"
"19° 19' 28,984"" S","66° 45' 49,036"" W"
"18° 37' 40,447"" S","67° 36' 27,086"" W"
"19° 18' 53,537"" S","66° 50' 20,733"" W"
"18° 17' 0,176"" S","67° 52' 15,000"" W"
"18° 20' 24,340"" S","67° 52' 5,283"" W"
"18° 17' 2,149"" S","67° 43' 32,083"" W"
"18° 8' 51,874"" S","67° 44' 58,236"" W"
"18° 26' 13,357"" S","67° 46' 30,728"" W"
"18° 26' 5,147"" S","67° 38' 52,428"" W"
"18° 12' 31,344"" S","67° 47' 1,828"" W"
"18° 16' 20,366"" S","67° 55' 17,627"" W"
"18° 20' 41,327"" S","67° 45' 17,413"" W"
"18° 27' 43,870"" S","67° 42' 16,428"" W"
"18° 29' 47,073"" S","67° 50' 7,908"" W"
"18° 16' 10,593"" S","67° 52' 53,274"" W"
"18° 10' 57,668"" S","67° 44' 51,996"" W"
"18° 36' 36,369"" S","67° 52' 2,475"" W"
"18° 32' 25,322"" S","67° 54' 13,497"" W"
"18° 25' 22,675"" S","67° 57' 53,026"" W"
"18° 11' 29,841"" S","67° 37' 57,071"" W"
"18° 15' 23,040"" S","67° 37' 50,414"" W"
"18° 16' 44,926"" S","67° 36' 36,374"" W"
"18° 24' 26,600"" S","67° 38' 7,440"" W"
"18° 20' 39,551"" S","67° 55' 47,902"" W"
"18° 22' 25,301"" S","67° 58' 39,045"" W"
"18° 41' 39,714"" S","67° 47' 29,220"" W"
"18° 45' 19,600"" S","67° 54' 11,446"" W"
"18° 43' 4,096"" S","67° 48' 10,057"" W"
"18° 12' 24,682"" S","67° 41' 21,726"" W"
"18° 29' 59,787"" S","67° 31' 26,150"" W"
"18° 32' 37,360"" S","67° 35' 50,118"" W"
"18° 20' 36,254"" S","67° 34' 8,194"" W"
"18° 10' 47,593"" S","68° 7' 4,520"" W"
"18° 11' 24,617"" S","68° 2' 34,417"" W"
"18° 12' 33,250"" S","67° 54' 10,726"" W"
"18° 5' 57,847"" S","67° 47' 1,585"" W"
"18° 3' 34,194"" S","67° 54' 32,638"" W"
"18° 4' 23,725"" S","68° 6' 24,621"" W"
"18° 6' 57,670"" S","68° 1' 48,331"" W"
"18° 14' 59,333"" S","67° 58' 48,190"" W"
"17° 50' 41,075"" S","68° 24' 20,760"" W"
"17° 45' 29,617"" S","68° 23' 16,558"" W"
"17° 52' 37,657"" S","68° 21' 32,806"" W"
"17° 52' 23,892"" S","68° 21' 25,058"" W"
"17° 54' 44,101"" S","68° 41' 46,315"" W"
"17° 51' 30,906"" S","68° 22' 49,312"" W"
"17° 59' 56,132"" S","68° 34' 12,078"" W"
"18° 1' 11,811"" S","68° 40' 57,573"" W"
"18° 2' 7,314"" S","68° 57' 23,503"" W"
"18° 13' 11,922"" S","68° 56' 1,286"" W"
"18° 10' 49,595"" S","69° 0' 40,626"" W"
"18° 11' 25,605"" S","68° 58' 57,658"" W"
"18° 13' 25,367"" S","68° 56' 15,899"" W"
"18° 10' 16,071"" S","68° 30' 5,838"" W"
"18° 20' 32,367"" S","68° 37' 38,563"" W"
"18° 18' 47,895"" S","68° 12' 18,623"" W"
"18° 24' 19,697"" S","68° 27' 11,749"" W"
"18° 3' 25,682"" S","68° 11' 56,751"" W"
"18° 29' 53,835"" S","68° 35' 49,933"" W"
"18° 19' 7,224"" S","68° 3' 53,238"" W"
"18° 5' 24,946"" S","68° 10' 52,682"" W"
"18° 12' 54,169"" S","68° 22' 43,288"" W"
"18° 4' 50,494"" S","68° 24' 23,124"" W"
"18° 11' 58,762"" S","68° 17' 44,918"" W"
"18° 11' 49,403"" S","68° 21' 22,799"" W"
"18° 17' 54,862"" S","68° 34' 59,395"" W"
"18° 9' 38,579"" S","68° 44' 2,711"" W"
"18° 25' 48,653"" S","68° 52' 57,194"" W"
"18° 17' 13,642"" S","68° 36' 22,018"" W"
"18° 16' 13,641"" S","68° 57' 13,574"" W"
"18° 47' 34,713"" S","68° 15' 42,710"" W"
"18° 51' 32,210"" S","68° 10' 12,368"" W"
"18° 52' 36,627"" S","68° 11' 5,907"" W"
"18° 37' 31,543"" S","68° 5' 22,178"" W"
"18° 0' 18,885"" S","68° 50' 17,367"" W"
"18° 10' 51,076"" S","68° 11' 34,079"" W"
"18° 10' 55,132"" S","68° 45' 35,091"" W"
"18° 40' 11,315"" S","68° 14' 19,605"" W"
"18° 48' 29,274"" S","68° 12' 8,881"" W"
"18° 35' 18,062"" S","68° 14' 23,162"" W"
"18° 46' 22,731"" S","68° 20' 14,759"" W"
"18° 45' 6,586"" S","68° 25' 9,103"" W"
"18° 44' 5,300"" S","68° 20' 20,271"" W"
"18° 46' 46,286"" S","68° 20' 47,020"" W"
"18° 48' 12,834"" S","68° 20' 52,394"" W"
"18° 44' 16,812"" S","68° 18' 55,761"" W"
"18° 45' 12,998"" S","68° 19' 22,927"" W"
"18° 39' 43,891"" S","68° 18' 13,168"" W"
"18° 49' 27,832"" S","68° 16' 46,996"" W"
"18° 51' 19,045"" S","68° 18' 43,532"" W"
"18° 50' 45,870"" S","68° 17' 1,301"" W"
"18° 51' 19,216"" S","68° 16' 13,211"" W"
"18° 50' 40,429"" S","68° 16' 1,334"" W"
"18° 49' 37,902"" S","68° 16' 12,408"" W"
"18° 50' 16,530"" S","68° 16' 58,749"" W"
"19° 0' 9,837"" S","68° 5' 3,770"" W"
"18° 54' 22,878"" S","68° 14' 9,496"" W"
"18° 14' 52,764"" S","66° 55' 44,666"" W"
"18° 25' 34,067"" S","66° 58' 32,880"" W"
"18° 23' 47,789"" S","67° 0' 7,553"" W"
"18° 24' 24,452"" S","67° 0' 53,884"" W"
"18° 27' 58,261"" S","67° 0' 19,624"" W"
"18° 18' 29,019"" S","67° 0' 12,417"" W"
"18° 24' 2,587"" S","66° 53' 57,401"" W"
"18° 17' 20,818"" S","66° 59' 47,334"" W"
"18° 29' 34,054"" S","66° 57' 41,047"" W"
"18° 24' 14,135"" S","67° 9' 7,224"" W"
"18° 24' 7,092"" S","66° 52' 31,579"" W"
"18° 24' 51,436"" S","66° 52' 33,079"" W"
"18° 15' 3,733"" S","66° 58' 28,769"" W"
"18° 24' 17,676"" S","66° 53' 30,404"" W"
"18° 22' 39,639"" S","66° 55' 19,773"" W"
"18° 21' 54,806"" S","66° 56' 24,284"" W"
"19° 10' 17,061"" S","66° 48' 17,573"" W"
"17° 32' 3,822"" S","67° 8' 38,213"" W"
"18° 23' 1,198"" S","66° 56' 34,897"" W"
"18° 15' 2,124"" S","66° 57' 12,017"" W"
"18° 25' 30,718"" S","67° 0' 33,467"" W"
"18° 20' 34,797"" S","67° 1' 3,337"" W"
"18° 20' 50,476"" S","66° 59' 15,538"" W"
"18° 20' 22,256"" S","66° 59' 10,317"" W"
"18° 19' 47,384"" S","66° 59' 0,914"" W"
"18° 18' 44,622"" S","66° 58' 58,106"" W"
"18° 18' 28,822"" S","66° 59' 8,168"" W"
"18° 21' 42,033"" S","67° 1' 1,202"" W"
"18° 19' 58,864"" S","67° 1' 6,762"" W"
"19° 2' 34,783"" S","68° 45' 20,712"" W"
"19° 7' 40,062"" S","66° 24' 35,109"" W"
"18° 18' 8,542"" S","66° 52' 38,415"" W"
"18° 21' 13,862"" S","67° 0' 18,275"" W"
"18° 27' 11,209"" S","66° 58' 33,083"" W"
"18° 25' 12,950"" S","66° 54' 33,053"" W"
"18° 25' 10,407"" S","66° 54' 54,434"" W"
"18° 27' 17,316"" S","66° 54' 24,969"" W"
"18° 19' 42,031"" S","66° 55' 47,146"" W"
"18° 17' 45,757"" S","66° 51' 26,065"" W"
"18° 16' 47,466"" S","66° 51' 55,817"" W"
"18° 21' 29,262"" S","66° 50' 27,686"" W"
"18° 20' 35,337"" S","66° 51' 2,068"" W"
"18° 15' 35,198"" S","66° 53' 1,701"" W"
"18° 16' 28,586"" S","66° 51' 43,908"" W"
"18° 29' 13,550"" S","66° 52' 6,740"" W"
"17° 52' 51,320"" S","67° 10' 34,290"" W"
"18° 4' 36,361"" S","68° 58' 47,046"" W"
"18° 18' 1,871"" S","67° 6' 58,065"" W"
"18° 48' 44,983"" S","66° 43' 59,424"" W"
"18° 14' 38,049"" S","67° 10' 13,586"" W"
"18° 16' 40,879"" S","66° 51' 56,632"" W"
"18° 25' 40,951"" S","66° 48' 23,180"" W"
"18° 21' 7,945"" S","66° 51' 4,718"" W"
"18° 22' 54,305"" S","66° 49' 8,305"" W"
"18° 22' 21,763"" S","66° 48' 27,607"" W"
"18° 32' 46,143"" S","66° 54' 51,958"" W"
"18° 37' 45,938"" S","66° 54' 12,601"" W"
"18° 36' 55,618"" S","66° 55' 55,238"" W"
"18° 39' 32,009"" S","66° 55' 20,106"" W"
"18° 33' 51,292"" S","66° 55' 30,009"" W"
"18° 32' 10,145"" S","66° 55' 59,650"" W"
"18° 34' 18,381"" S","66° 54' 29,210"" W"
"18° 35' 12,814"" S","66° 55' 18,631"" W"
"18° 34' 36,315"" S","66° 52' 38,638"" W"
"18° 38' 36,271"" S","66° 51' 56,172"" W"
"18° 34' 20,374"" S","66° 53' 39,406"" W"
"18° 32' 28,696"" S","66° 49' 30,085"" W"
"18° 29' 40,125"" S","66° 58' 42,988"" W"
"19° 4' 58,204"" S","66° 11' 23,024"" W"
"18° 2' 17,629"" S","67° 11' 33,686"" W"
"18° 36' 57,089"" S","66° 49' 7,402"" W"
"18° 15' 30,217"" S","67° 40' 49,216"" W"
"18° 24' 25,450"" S","66° 59' 51,560"" W"
"18° 25' 56,108"" S","66° 47' 5,104"" W"
"18° 21' 0,150"" S","66° 46' 30,285"" W"
"18° 32' 48,154"" S","66° 49' 26,235"" W"
"18° 35' 43,572"" S","66° 53' 17,132"" W"
"18° 34' 29,084"" S","66° 52' 10,468"" W"
"18° 35' 34,465"" S","66° 49' 37,691"" W"
"18° 41' 40,670"" S","66° 45' 40,622"" W"
"18° 42' 56,736"" S","66° 45' 40,404"" W"
"18° 39' 55,050"" S","66° 46' 0,779"" W"
"18° 29' 52,462"" S","66° 52' 45,233"" W"
"18° 29' 54,707"" S","66° 52' 5,733"" W"
"18° 31' 34,934"" S","66° 53' 0,579"" W"
"18° 28' 43,347"" S","66° 50' 27,698"" W"
"18° 29' 37,491"" S","66° 49' 30,997"" W"
"18° 28' 19,750"" S","66° 51' 42,217"" W"
"18° 28' 30,471"" S","66° 51' 8,759"" W"
"18° 27' 50,996"" S","66° 53' 30,099"" W"
"18° 36' 33,205"" S","66° 45' 28,770"" W"
"18° 37' 40,943"" S","66° 45' 17,801"" W"
"18° 37' 38,583"" S","66° 46' 13,583"" W"
"18° 38' 42,344"" S","66° 46' 15,662"" W"
"18° 31' 53,875"" S","66° 46' 30,340"" W"
"18° 28' 22,790"" S","66° 47' 32,685"" W"
"18° 28' 52,490"" S","66° 46' 57,296"" W"
"18° 34' 40,148"" S","66° 44' 17,249"" W"
"18° 34' 19,675"" S","66° 44' 28,930"" W"
"18° 34' 30,334"" S","66° 45' 31,238"" W"
"18° 14' 39,185"" S","66° 53' 3,045"" W"
"18° 17' 8,513"" S","66° 42' 34,858"" W"
"18° 16' 24,417"" S","66° 44' 49,297"" W"
"18° 16' 57,638"" S","66° 40' 54,439"" W"
"18° 12' 48,899"" S","66° 52' 46,995"" W"
"18° 15' 20,305"" S","66° 51' 58,386"" W"
"18° 13' 26,977"" S","66° 51' 55,349"" W"
"18° 14' 14,224"" S","66° 49' 57,770"" W"
"18° 16' 52,663"" S","66° 42' 12,915"" W"
"18° 17' 57,518"" S","66° 41' 39,136"" W"
"18° 17' 27,096"" S","66° 48' 57,138"" W"
"18° 18' 21,584"" S","66° 47' 58,239"" W"
"18° 16' 26,278"" S","66° 48' 55,384"" W"
"18° 15' 7,931"" S","66° 46' 57,934"" W"
"18° 15' 31,898"" S","66° 45' 19,885"" W"
"18° 14' 42,026"" S","66° 44' 4,831"" W"
"18° 13' 42,603"" S","66° 46' 53,564"" W"
"18° 14' 25,691"" S","66° 46' 12,443"" W"
"18° 12' 57,254"" S","66° 48' 3,815"" W"
"18° 9' 14,278"" S","66° 47' 21,267"" W"
"18° 8' 35,849"" S","66° 48' 0,812"" W"
"18° 8' 51,926"" S","66° 48' 15,223"" W"
"18° 4' 15,012"" S","66° 50' 47,957"" W"
"18° 4' 58,636"" S","66° 49' 47,526"" W"
"18° 4' 36,810"" S","66° 49' 4,399"" W"
"18° 5' 49,900"" S","66° 50' 2,807"" W"
"18° 16' 1,275"" S","66° 35' 12,461"" W"
"18° 16' 41,081"" S","66° 37' 15,955"" W"
"18° 14' 58,494"" S","66° 34' 59,830"" W"
"18° 15' 5,185"" S","66° 36' 7,377"" W"
"18° 16' 57,960"" S","66° 37' 21,519"" W"
"18° 17' 25,949"" S","66° 39' 1,269"" W"
"18° 8' 16,252"" S","67° 8' 2,501"" W"
"17° 48' 10,719"" S","67° 1' 21,851"" W"
"18° 34' 24,005"" S","67° 48' 1,913"" W"
"18° 6' 52,995"" S","67° 49' 42,077"" W"
"18° 15' 4,157"" S","66° 33' 45,997"" W"
"18° 14' 28,765"" S","66° 41' 10,419"" W"
"18° 15' 58,077"" S","66° 40' 22,445"" W"
"18° 19' 52,939"" S","66° 46' 52,042"" W"
"18° 22' 42,265"" S","66° 43' 59,954"" W"
"18° 23' 16,622"" S","66° 44' 1,548"" W"
"17° 48' 27,723"" S","67° 20' 50,107"" W"
"19° 2' 36,410"" S","67° 27' 44,123"" W"
"18° 54' 28,216"" S","66° 44' 35,213"" W"
"18° 18' 18,346"" S","67° 0' 18,100"" W"
"18° 55' 29,843"" S","66° 44' 23,857"" W"
"18° 23' 4,949"" S","67° 8' 54,996"" W"
"18° 26' 32,856"" S","66° 59' 51,539"" W"
"18° 24' 4,429"" S","66° 58' 32,101"" W"
"18° 15' 10,173"" S","66° 53' 31,674"" W"
"18° 15' 4,740"" S","66° 53' 36,055"" W"
"18° 16' 28,218"" S","66° 52' 29,628"" W"
"18° 46' 59,796"" S","66° 47' 31,847"" W"
"17° 36' 27,169"" S","67° 4' 0,671"" W"
"18° 18' 43,314"" S","67° 5' 43,278"" W"
"19° 12' 11,775"" S","66° 56' 25,730"" W"
"18° 26' 14,991"" S","66° 54' 16,452"" W"
"17° 53' 37,746"" S","67° 32' 57,769"" W"
"17° 51' 43,492"" S","67° 17' 44,811"" W"
"18° 51' 15,122"" S","66° 27' 41,208"" W"
"18° 37' 51,290"" S","66° 46' 55,983"" W"
"18° 45' 43,142"" S","66° 42' 13,173"" W"
"18° 23' 16,268"" S","66° 57' 55,840"" W"
"18° 22' 49,216"" S","66° 49' 36,959"" W"
"18° 0' 4,719"" S","68° 50' 5,604"" W"
"18° 14' 7,818"" S","66° 59' 24,474"" W"
"18° 16' 29,686"" S","67° 1' 24,197"" W"
"19° 5' 0,836"" S","66° 24' 53,752"" W"
"18° 19' 26,740"" S","66° 51' 3,658"" W"
"17° 56' 34,132"" S","67° 49' 19,206"" W"
"19° 1' 38,863"" S","66° 44' 29,470"" W"
"18° 30' 28,700"" S","66° 53' 37,000"" W"
"18° 53' 52,540"" S","66° 25' 24,362"" W"
"18° 47' 24,949"" S","66° 51' 58,338"" W"
"18° 16' 55,187"" S","68° 47' 12,046"" W"
"18° 6' 19,727"" S","68° 15' 9,231"" W"
"18° 40' 36,845"" S","66° 45' 24,822"" W"
"18° 43' 51,696"" S","66° 45' 18,903"" W"
"19° 6' 50,881"" S","68° 19' 48,910"" W"
"18° 14' 48,197"" S","66° 53' 47,187"" W"
"18° 39' 6,780"" S","68° 9' 18,309"" W"
"18° 58' 3,040"" S","66° 23' 37,998"" W"
"17° 57' 7,427"" S","67° 46' 50,689"" W"
"17° 37' 58,114"" S","67° 13' 35,672"" W"
"18° 49' 12,624"" S","66° 45' 28,909"" W"
"18° 19' 2,492"" S","68° 30' 17,366"" W"
"18° 22' 5,704"" S","66° 44' 52,884"" W"
"18° 25' 41,607"" S","66° 44' 25,092"" W"
"18° 21' 0,798"" S","66° 46' 33,161"" W"
"18° 10' 8,054"" S","67° 1' 26,459"" W"
"17° 38' 3,630"" S","67° 1' 59,122"" W"
"18° 46' 12,415"" S","66° 34' 12,946"" W"
"18° 54' 13,040"" S","67° 26' 55,853"" W"
"18° 36' 16,041"" S","66° 54' 37,299"" W"
"18° 22' 50,384"" S","66° 54' 32,144"" W"
"18° 54' 22,623"" S","66° 26' 8,848"" W"
"18° 25' 12,119"" S","67° 0' 41,077"" W"
"17° 31' 21,935"" S","67° 19' 30,812"" W"
"19° 4' 21,628"" S","67° 32' 13,332"" W"
"18° 46' 37,038"" S","66° 41' 21,201"" W"
"17° 34' 38,188"" S","67° 19' 24,208"" W"
"17° 50' 38,522"" S","67° 11' 10,273"" W"
"18° 30' 9,658"" S","66° 57' 38,480"" W"
"17° 55' 10,735"" S","67° 47' 29,119"" W"
"19° 0' 5,831"" S","66° 23' 27,284"" W"
"18° 53' 8,435"" S","66° 25' 54,279"" W"
"18° 33' 21,750"" S","66° 56' 30,464"" W"
"18° 37' 53,051"" S","67° 16' 48,359"" W"
"18° 17' 40,364"" S","66° 50' 32,517"" W"
"18° 49' 49,270"" S","66° 23' 45,600"" W"
"17° 43' 15,980"" S","68° 28' 15,070"" W"
"17° 44' 3,160"" S","67° 30' 40,910"" W"
"18° 43' 57,544"" S","66° 44' 35,201"" W"
"19° 5' 9,020"" S","66° 39' 2,960"" W"
"18° 10' 23,683"" S","67° 1' 22,935"" W"
"18° 9' 17,296"" S","66° 58' 31,638"" W"
"18° 7' 28,618"" S","66° 54' 52,218"" W"
"18° 11' 2,137"" S","66° 53' 35,221"" W"
"18° 6' 18,027"" S","67° 0' 17,482"" W"
"18° 10' 49,289"" S","66° 56' 15,361"" W"
"18° 11' 29,266"" S","66° 53' 21,433"" W"
"18° 10' 1,879"" S","66° 59' 24,534"" W"
"18° 12' 7,069"" S","66° 58' 6,897"" W"
"18° 10' 59,130"" S","66° 58' 56,319"" W"
"18° 9' 44,480"" S","67° 0' 17,196"" W"
"18° 10' 43,680"" S","67° 0' 57,370"" W"
"18° 12' 52,202"" S","66° 56' 25,084"" W"
"18° 10' 12,062"" S","66° 57' 51,180"" W"
"18° 10' 6,119"" S","66° 55' 50,346"" W"
"18° 10' 32,738"" S","66° 56' 43,518"" W"
"19° 37' 29,235"" S","67° 40' 30,126"" W"
"19° 34' 21,655"" S","67° 57' 54,405"" W"
"19° 36' 32,712"" S","67° 34' 51,350"" W"
"19° 27' 30,381"" S","67° 37' 8,437"" W"
"19° 31' 17,016"" S","67° 34' 11,769"" W"
"19° 23' 44,386"" S","67° 25' 55,202"" W"
"19° 30' 49,817"" S","67° 42' 11,154"" W"
"19° 29' 24,774"" S","67° 39' 17,715"" W"
"19° 38' 7,784"" S","67° 38' 40,591"" W"
"19° 29' 59,481"" S","67° 28' 7,815"" W"
"19° 22' 6,893"" S","67° 26' 47,126"" W"
"19° 33' 41,852"" S","67° 36' 38,809"" W"
"18° 29' 45,117"" S","66° 52' 26,858"" W"
"19° 45' 14,871"" S","67° 52' 11,012"" W"
"19° 37' 12,579"" S","67° 43' 38,118"" W"
"19° 38' 49,480"" S","67° 57' 46,121"" W"
"19° 48' 19,074"" S","67° 48' 52,960"" W"
"19° 42' 15,253"" S","67° 47' 57,913"" W"
"19° 39' 9,797"" S","67° 54' 25,379"" W"
"19° 42' 52,965"" S","67° 50' 55,370"" W"
"19° 35' 34,152"" S","67° 45' 25,151"" W"
"19° 33' 2,982"" S","68° 2' 3,054"" W"
"19° 41' 15,315"" S","67° 55' 26,634"" W"
"19° 37' 51,837"" S","67° 41' 30,818"" W"
"19° 32' 34,153"" S","68° 0' 37,614"" W"
"19° 39' 13,112"" S","67° 46' 51,070"" W"
"19° 42' 55,767"" S","67° 56' 53,003"" W"
"19° 30' 0,444"" S","67° 40' 21,697"" W"
"19° 41' 23,941"" S","67° 47' 41,431"" W"
"19° 38' 31,202"" S","67° 45' 12,586"" W"
"19° 40' 26,805"" S","67° 47' 16,930"" W"
"19° 9' 22,632"" S","67° 30' 56,908"" W"
"18° 21' 15,244"" S","67° 9' 45,176"" W"
"19° 35' 20,517"" S","67° 36' 37,662"" W"
"19° 15' 18,700"" S","67° 45' 35,259"" W"
"19° 7' 21,071"" S","67° 47' 36,315"" W"
"19° 6' 18,289"" S","67° 45' 52,520"" W"
"19° 4' 18,356"" S","67° 37' 15,533"" W"
"19° 8' 21,061"" S","67° 41' 41,725"" W"
"19° 5' 39,771"" S","67° 44' 39,084"" W"
"19° 43' 3,212"" S","67° 40' 46,797"" W"
"19° 47' 40,180"" S","67° 34' 40,246"" W"
"19° 46' 43,391"" S","67° 35' 50,753"" W"
"19° 45' 21,057"" S","67° 41' 14,967"" W"
"19° 41' 43,801"" S","67° 43' 39,718"" W"
"19° 39' 3,880"" S","67° 40' 13,399"" W"
"19° 39' 53,637"" S","67° 41' 38,002"" W"
"19° 47' 22,864"" S","67° 46' 59,923"" W"
"19° 47' 36,798"" S","67° 42' 42,717"" W"
"19° 44' 36,939"" S","67° 45' 55,720"" W"
"19° 42' 12,868"" S","67° 42' 49,198"" W"
"19° 46' 52,532"" S","67° 42' 0,967"" W"
"19° 45' 42,094"" S","67° 39' 49,904"" W"
"19° 46' 20,608"" S","67° 45' 38,226"" W"
"19° 19' 29,351"" S","67° 22' 26,179"" W"
"19° 15' 51,879"" S","67° 19' 3,826"" W"
"19° 18' 15,938"" S","67° 16' 40,062"" W"
"19° 18' 12,902"" S","67° 21' 35,598"" W"
"19° 18' 7,726"" S","67° 20' 38,330"" W"
"19° 21' 34,182"" S","67° 35' 2,813"" W"
"19° 19' 14,678"" S","67° 20' 58,791"" W"
"19° 15' 12,324"" S","67° 19' 50,982"" W"
"19° 16' 59,863"" S","67° 15' 46,268"" W"
"19° 21' 7,613"" S","67° 17' 21,578"" W"
"19° 10' 14,910"" S","67° 28' 41,501"" W"
"19° 8' 2,176"" S","67° 25' 25,617"" W"
"19° 13' 31,096"" S","67° 34' 49,805"" W"
"19° 8' 19,273"" S","67° 24' 18,755"" W"
"19° 10' 32,606"" S","67° 23' 52,607"" W"
"19° 6' 47,421"" S","67° 26' 27,198"" W"
"19° 6' 23,365"" S","67° 35' 40,511"" W"
"19° 4' 51,813"" S","67° 20' 52,031"" W"
"19° 5' 27,835"" S","67° 25' 21,163"" W"
"19° 11' 53,917"" S","67° 31' 57,398"" W"
"19° 15' 14,008"" S","67° 29' 43,288"" W"
"19° 10' 8,212"" S","67° 34' 1,769"" W"
"19° 13' 10,167"" S","67° 31' 34,089"" W"
"19° 7' 37,108"" S","67° 32' 37,608"" W"
"19° 5' 40,021"" S","67° 27' 52,213"" W"
"19° 4' 48,213"" S","67° 30' 53,249"" W"
"19° 10' 42,281"" S","67° 24' 38,502"" W"
"19° 4' 35,431"" S","67° 31' 29,979"" W"
"19° 11' 43,896"" S","67° 52' 40,470"" W"
"19° 11' 21,749"" S","67° 49' 29,271"" W"
"19° 19' 55,089"" S","67° 31' 58,699"" W"
"17° 52' 37,519"" S","66° 43' 18,820"" W"
"19° 21' 38,599"" S","67° 35' 9,310"" W"
"19° 22' 50,198"" S","67° 35' 32,781"" W"
"19° 13' 46,913"" S","67° 39' 13,307"" W"
"19° 12' 24,691"" S","67° 37' 12,051"" W"
"19° 19' 17,986"" S","67° 28' 31,720"" W"
"19° 17' 25,923"" S","67° 33' 12,000"" W"
"19° 16' 36,652"" S","67° 35' 58,175"" W"
"19° 17' 1,116"" S","67° 40' 9,632"" W"
"19° 17' 12,750"" S","67° 37' 17,563"" W"
"19° 15' 44,782"" S","67° 35' 56,946"" W"
"19° 35' 42,088"" S","67° 18' 55,895"" W"
"19° 29' 8,237"" S","67° 14' 3,243"" W"
"19° 21' 30,652"" S","67° 12' 55,229"" W"
"19° 34' 3,702"" S","67° 17' 42,919"" W"
"19° 26' 28,025"" S","67° 21' 37,051"" W"
"19° 25' 39,773"" S","67° 16' 37,773"" W"
"19° 29' 38,858"" S","67° 16' 26,645"" W"
"19° 33' 5,937"" S","67° 23' 41,256"" W"
"19° 32' 45,912"" S","67° 25' 42,965"" W"
"19° 27' 45,994"" S","67° 25' 26,642"" W"
"19° 24' 34,464"" S","67° 22' 38,447"" W"
"19° 29' 12,688"" S","67° 21' 51,986"" W"
"17° 52' 1,462"" S","67° 2' 42,359"" W"
"19° 38' 17,310"" S","67° 21' 33,484"" W"
"19° 23' 6,099"" S","67° 15' 47,430"" W"
"19° 34' 29,839"" S","67° 22' 11,885"" W"
"19° 32' 52,135"" S","67° 16' 10,206"" W"
"19° 36' 32,428"" S","67° 24' 7,520"" W"
"19° 22' 15,982"" S","67° 16' 16,265"" W"
"19° 25' 49,304"" S","67° 21' 7,573"" W"
"19° 32' 27,921"" S","67° 18' 20,072"" W"
"19° 28' 5,124"" S","67° 15' 51,054"" W"
"19° 36' 59,218"" S","67° 20' 8,481"" W"
"19° 23' 56,958"" S","67° 22' 59,818"" W"
"19° 23' 48,211"" S","67° 16' 57,422"" W"
"19° 21' 12,170"" S","67° 11' 2,024"" W"
"19° 20' 31,893"" S","67° 14' 12,889"" W"
"19° 20' 54,155"" S","67° 13' 24,441"" W"
"19° 15' 28,563"" S","67° 4' 0,172"" W"
"19° 24' 17,578"" S","67° 8' 30,840"" W"
"19° 9' 26,237"" S","67° 11' 38,001"" W"
"19° 11' 34,221"" S","67° 2' 23,526"" W"
"19° 16' 18,863"" S","67° 10' 40,505"" W"
"19° 17' 22,066"" S","67° 6' 8,535"" W"
"19° 8' 3,484"" S","67° 13' 30,222"" W"
"19° 7' 24,849"" S","67° 11' 53,110"" W"
"19° 8' 49,985"" S","67° 12' 58,339"" W"
"19° 7' 30,285"" S","67° 7' 26,709"" W"
"19° 5' 52,159"" S","67° 19' 7,210"" W"
"19° 8' 15,400"" S","67° 15' 4,897"" W"
"19° 8' 30,595"" S","67° 6' 43,194"" W"
"19° 12' 41,595"" S","67° 0' 52,219"" W"
"19° 10' 49,955"" S","67° 11' 22,391"" W"
"19° 12' 35,227"" S","67° 10' 8,848"" W"
"19° 15' 42,040"" S","67° 10' 1,684"" W"
"19° 11' 36,837"" S","67° 10' 36,304"" W"
"19° 7' 47,565"" S","67° 17' 53,616"" W"
"19° 10' 8,832"" S","67° 13' 49,421"" W"
"19° 11' 11,117"" S","67° 9' 59,224"" W"
"19° 12' 16,900"" S","67° 12' 59,164"" W"
"19° 10' 33,676"" S","67° 11' 44,030"" W"
"19° 14' 58,334"" S","67° 5' 4,892"" W"
"19° 8' 13,937"" S","67° 13' 19,698"" W"
"19° 6' 4,014"" S","67° 9' 25,991"" W"
"19° 7' 21,892"" S","67° 8' 55,320"" W"
"19° 9' 9,983"" S","67° 8' 58,426"" W"
"19° 6' 50,515"" S","67° 8' 58,661"" W"
"19° 8' 7,892"" S","67° 7' 55,256"" W"
"19° 6' 23,518"" S","67° 6' 54,460"" W"
"19° 6' 32,772"" S","67° 6' 15,980"" W"
"19° 5' 58,174"" S","67° 6' 42,865"" W"
