LAT,LONG
"16° 41' 25,357"" S","63° 51' 19,032"" W"
"16° 52' 5,031"" S","63° 0' 15,525"" W"
"16° 39' 1,165"" S","63° 58' 17,547"" W"
"16° 46' 2,212"" S","60° 48' 23,043"" W"
"16° 42' 57,279"" S","60° 57' 18,527"" W"
"16° 50' 39,287"" S","60° 56' 42,983"" W"
"16° 31' 49,864"" S","61° 16' 43,408"" W"
"16° 35' 59,807"" S","60° 58' 26,560"" W"
"16° 38' 39,813"" S","63° 7' 52,343"" W"
"18° 49' 20,960"" S","63° 34' 8,650"" W"
"20° 7' 41,207"" S","63° 30' 6,469"" W"
"20° 5' 43,978"" S","63° 29' 23,327"" W"
"18° 5' 43,901"" S","63° 11' 43,460"" W"
"17° 53' 18,317"" S","64° 46' 44,871"" W"
"16° 32' 40,294"" S","60° 40' 7,064"" W"
"15° 47' 17,000"" S","62° 55' 39,287"" W"
"16° 36' 1,081"" S","64° 4' 1,606"" W"
"18° 32' 38,160"" S","63° 8' 21,876"" W"
"18° 37' 19,486"" S","63° 9' 44,241"" W"
"18° 33' 0,990"" S","63° 3' 17,346"" W"
"18° 34' 41,150"" S","63° 5' 21,089"" W"
"20° 16' 26,518"" S","62° 46' 59,278"" W"
"20° 20' 24,155"" S","62° 44' 45,351"" W"
"20° 18' 46,512"" S","62° 51' 12,731"" W"
"18° 50' 20,892"" S","64° 4' 3,032"" W"
"16° 57' 54,631"" S","62° 44' 30,572"" W"
"16° 27' 53,956"" S","63° 4' 43,067"" W"
"15° 43' 56,145"" S","63° 15' 56,107"" W"
"17° 10' 23,295"" S","62° 17' 6,637"" W"
"17° 4' 33,155"" S","62° 9' 12,031"" W"
"17° 9' 22,763"" S","62° 10' 9,212"" W"
"17° 12' 39,566"" S","62° 4' 50,399"" W"
"16° 53' 50,667"" S","60° 37' 37,722"" W"
"15° 56' 30,546"" S","60° 18' 9,801"" W"
"17° 14' 20,014"" S","63° 45' 5,125"" W"
"18° 50' 9,163"" S","64° 8' 43,839"" W"
"18° 11' 5,426"" S","63° 27' 18,840"" W"
"16° 57' 49,111"" S","61° 54' 48,603"" W"
"17° 13' 48,378"" S","62° 37' 58,639"" W"
"15° 48' 41,176"" S","63° 15' 23,635"" W"
"19° 52' 45,100"" S","62° 52' 6,554"" W"
"20° 3' 56,789"" S","63° 30' 25,408"" W"
"16° 32' 20,654"" S","63° 54' 3,008"" W"
"16° 27' 26,002"" S","64° 0' 0,982"" W"
"16° 32' 44,755"" S","63° 58' 40,099"" W"
"18° 9' 39,905"" S","63° 2' 30,990"" W"
"17° 40' 50,645"" S","63° 27' 3,120"" W"
"17° 44' 0,374"" S","61° 42' 11,488"" W"
"16° 26' 5,145"" S","59° 15' 17,800"" W"
"16° 16' 17,546"" S","60° 4' 33,013"" W"
"15° 55' 35,046"" S","61° 21' 50,168"" W"
"17° 13' 37,439"" S","63° 41' 25,209"" W"
"17° 26' 4,340"" S","63° 49' 40,900"" W"
"17° 4' 48,002"" S","64° 18' 34,969"" W"
"16° 38' 51,925"" S","63° 52' 30,350"" W"
"16° 36' 54,479"" S","63° 50' 52,075"" W"
"16° 41' 13,535"" S","63° 43' 33,376"" W"
"20° 14' 14,725"" S","63° 28' 23,619"" W"
"15° 6' 52,991"" S","61° 29' 5,928"" W"
"17° 7' 58,215"" S","63° 25' 49,328"" W"
"15° 5' 46,101"" S","61° 29' 16,828"" W"
"16° 36' 13,285"" S","63° 15' 57,977"" W"
"16° 35' 25,477"" S","63° 13' 13,322"" W"
"17° 24' 10,975"" S","61° 59' 51,733"" W"
"16° 22' 55,335"" S","58° 20' 29,000"" W"
"18° 12' 5,905"" S","58° 22' 15,952"" W"
"16° 30' 43,065"" S","63° 8' 8,436"" W"
"16° 21' 54,825"" S","63° 3' 13,882"" W"
"16° 2' 43,976"" S","61° 13' 14,134"" W"
"17° 4' 19,716"" S","63° 28' 58,280"" W"
"18° 27' 7,794"" S","59° 30' 22,827"" W"
"18° 2' 20,885"" S","64° 6' 28,877"" W"
"19° 39' 6,890"" S","63° 40' 33,246"" W"
"17° 14' 47,812"" S","62° 59' 52,584"" W"
"17° 51' 11,660"" S","63° 18' 34,196"" W"
"17° 35' 32,673"" S","63° 1' 12,789"" W"
"17° 27' 7,636"" S","62° 58' 5,062"" W"
"16° 24' 20,043"" S","63° 51' 57,812"" W"
"18° 59' 25,310"" S","57° 47' 32,674"" W"
"20° 1' 23,761"" S","63° 8' 17,405"" W"
"18° 31' 32,838"" S","63° 18' 38,084"" W"
"18° 32' 23,391"" S","63° 13' 34,618"" W"
"18° 30' 44,258"" S","63° 1' 23,497"" W"
"18° 9' 34,076"" S","63° 12' 55,767"" W"
"18° 7' 59,933"" S","63° 22' 41,269"" W"
"18° 12' 21,753"" S","63° 16' 43,487"" W"
"18° 9' 3,776"" S","63° 22' 38,140"" W"
"18° 1' 57,744"" S","63° 19' 0,676"" W"
"18° 3' 7,121"" S","63° 27' 14,675"" W"
"16° 28' 55,933"" S","62° 52' 19,781"" W"
"16° 56' 7,842"" S","63° 13' 41,687"" W"
"17° 0' 38,741"" S","63° 21' 38,424"" W"
"20° 14' 15,911"" S","63° 31' 25,689"" W"
"18° 10' 39,938"" S","63° 16' 36,229"" W"
"18° 22' 37,494"" S","63° 57' 42,074"" W"
"17° 23' 7,436"" S","64° 2' 36,503"" W"
"18° 42' 30,103"" S","64° 14' 49,955"" W"
"16° 21' 13,275"" S","62° 27' 29,729"" W"
"16° 19' 48,315"" S","61° 54' 6,594"" W"
"16° 8' 1,120"" S","62° 3' 41,779"" W"
"16° 31' 50,582"" S","63° 1' 7,483"" W"
"18° 3' 2,417"" S","63° 28' 31,026"" W"
"18° 0' 1,221"" S","63° 1' 45,628"" W"
"19° 59' 19,781"" S","63° 8' 19,637"" W"
"19° 58' 44,301"" S","63° 31' 25,780"" W"
"17° 0' 24,742"" S","63° 15' 48,157"" W"
"17° 1' 2,386"" S","63° 22' 47,963"" W"
"16° 59' 26,675"" S","63° 15' 1,008"" W"
"16° 58' 6,826"" S","63° 9' 3,160"" W"
"16° 58' 15,073"" S","63° 12' 1,522"" W"
"16° 55' 15,356"" S","63° 7' 5,846"" W"
"17° 48' 42,198"" S","63° 1' 20,459"" W"
"17° 47' 38,733"" S","63° 0' 19,395"" W"
"16° 53' 27,563"" S","62° 27' 52,653"" W"
"19° 41' 30,805"" S","63° 5' 36,600"" W"
"17° 24' 7,230"" S","63° 30' 33,354"" W"
"17° 29' 4,875"" S","63° 37' 23,770"" W"
"18° 40' 16,270"" S","58° 30' 15,756"" W"
"18° 54' 54,381"" S","58° 21' 43,214"" W"
"16° 44' 30,957"" S","63° 33' 38,587"" W"
"17° 53' 52,574"" S","61° 52' 38,133"" W"
"20° 24' 44,194"" S","63° 18' 39,997"" W"
"18° 35' 34,987"" S","58° 3' 20,498"" W"
"17° 26' 54,385"" S","64° 3' 12,468"" W"
"16° 10' 44,760"" S","63° 31' 30,480"" W"
"16° 20' 39,383"" S","62° 59' 13,292"" W"
"18° 16' 18,137"" S","64° 12' 33,610"" W"
"18° 34' 16,735"" S","64° 13' 4,443"" W"
"18° 28' 36,639"" S","63° 58' 0,505"" W"
"18° 51' 27,738"" S","64° 4' 18,687"" W"
"18° 28' 38,324"" S","64° 5' 44,903"" W"
"18° 31' 40,060"" S","64° 5' 26,505"" W"
"18° 56' 31,701"" S","64° 2' 29,458"" W"
"15° 34' 16,717"" S","60° 57' 31,651"" W"
"15° 23' 21,778"" S","60° 58' 7,479"" W"
"16° 26' 6,540"" S","61° 13' 2,849"" W"
"16° 14' 56,107"" S","61° 14' 32,685"" W"
"15° 6' 43,532"" S","60° 38' 1,240"" W"
"14° 0' 5,502"" S","61° 27' 28,166"" W"
"16° 11' 37,167"" S","61° 46' 0,895"" W"
"15° 46' 49,278"" S","62° 4' 25,566"" W"
"18° 12' 52,662"" S","59° 28' 12,262"" W"
"18° 14' 34,894"" S","59° 30' 43,076"" W"
"18° 29' 13,610"" S","59° 24' 0,040"" W"
"16° 57' 27,051"" S","61° 36' 57,575"" W"
"16° 22' 27,505"" S","58° 23' 18,823"" W"
"17° 59' 9,932"" S","63° 27' 27,080"" W"
"17° 58' 26,753"" S","58° 48' 35,157"" W"
"17° 18' 47,800"" S","62° 34' 39,296"" W"
"17° 9' 41,165"" S","62° 56' 55,421"" W"
"17° 25' 37,346"" S","62° 54' 11,896"" W"
"17° 40' 7,971"" S","63° 13' 3,802"" W"
"17° 49' 32,889"" S","63° 18' 59,782"" W"
"17° 24' 23,080"" S","64° 11' 47,616"" W"
"16° 58' 55,665"" S","64° 13' 49,928"" W"
"16° 40' 23,105"" S","63° 21' 22,373"" W"
"16° 43' 43,393"" S","63° 26' 57,432"" W"
"16° 48' 43,495"" S","63° 28' 47,580"" W"
"19° 6' 55,011"" S","57° 55' 41,764"" W"
"18° 26' 12,370"" S","64° 16' 55,632"" W"
"18° 46' 3,089"" S","63° 15' 2,866"" W"
"18° 3' 15,356"" S","57° 41' 46,787"" W"
"16° 42' 18,122"" S","62° 51' 23,030"" W"
"16° 44' 49,278"" S","60° 40' 51,223"" W"
"16° 42' 51,767"" S","61° 2' 48,334"" W"
"17° 2' 26,772"" S","63° 15' 20,766"" W"
"18° 3' 46,455"" S","63° 19' 20,550"" W"
"16° 20' 45,388"" S","63° 54' 22,266"" W"
"16° 35' 59,974"" S","64° 14' 55,657"" W"
"19° 44' 0,985"" S","63° 35' 27,921"" W"
"17° 15' 40,883"" S","62° 27' 12,149"" W"
"17° 54' 7,659"" S","63° 30' 32,510"" W"
"18° 9' 17,949"" S","63° 22' 16,492"" W"
"18° 3' 28,034"" S","63° 15' 45,530"" W"
"19° 32' 51,360"" S","63° 40' 12,862"" W"
"19° 30' 48,545"" S","63° 40' 12,423"" W"
"19° 30' 19,655"" S","63° 27' 52,749"" W"
"19° 30' 20,929"" S","62° 33' 40,652"" W"
"18° 8' 50,436"" S","63° 25' 48,435"" W"
"18° 5' 14,436"" S","63° 23' 15,507"" W"
"18° 11' 53,956"" S","63° 18' 23,205"" W"
"19° 43' 44,895"" S","63° 25' 26,146"" W"
"15° 17' 1,216"" S","61° 21' 22,571"" W"
"17° 55' 13,380"" S","62° 49' 3,342"" W"
"17° 5' 43,371"" S","63° 10' 29,031"" W"
"18° 25' 31,712"" S","59° 29' 25,407"" W"
"18° 6' 58,895"" S","63° 22' 4,337"" W"
"17° 14' 29,965"" S","62° 57' 50,959"" W"
"17° 13' 22,120"" S","63° 1' 38,366"" W"
"17° 53' 14,090"" S","64° 3' 26,105"" W"
"17° 51' 52,143"" S","64° 1' 31,818"" W"
"18° 34' 51,352"" S","59° 9' 52,977"" W"
"18° 31' 29,034"" S","59° 19' 50,486"" W"
"16° 47' 22,512"" S","62° 32' 26,302"" W"
"18° 19' 10,169"" S","64° 20' 13,176"" W"
"19° 37' 16,360"" S","63° 12' 50,533"" W"
"18° 32' 29,306"" S","63° 58' 6,416"" W"
"16° 47' 8,047"" S","63° 49' 12,098"" W"
"17° 4' 53,424"" S","64° 8' 16,730"" W"
"16° 37' 47,837"" S","62° 34' 15,310"" W"
"16° 20' 11,770"" S","63° 9' 44,267"" W"
"17° 10' 52,367"" S","63° 27' 37,336"" W"
"17° 18' 48,660"" S","64° 9' 11,562"" W"
"18° 8' 7,948"" S","63° 51' 59,731"" W"
"18° 28' 49,174"" S","64° 3' 56,635"" W"
"16° 53' 57,865"" S","63° 46' 40,157"" W"
"19° 45' 57,141"" S","63° 12' 4,666"" W"
"16° 21' 55,072"" S","62° 30' 33,841"" W"
"16° 10' 27,448"" S","62° 24' 31,680"" W"
"16° 0' 9,901"" S","62° 28' 49,716"" W"
"16° 25' 56,411"" S","62° 14' 44,145"" W"
"17° 54' 49,492"" S","61° 54' 37,879"" W"
"17° 11' 41,735"" S","61° 55' 34,750"" W"
"16° 38' 8,891"" S","63° 30' 32,304"" W"
"16° 58' 40,047"" S","64° 14' 55,359"" W"
"16° 39' 38,512"" S","64° 27' 53,610"" W"
"17° 55' 55,134"" S","63° 5' 54,363"" W"
"17° 1' 23,230"" S","64° 2' 21,259"" W"
"17° 1' 51,440"" S","63° 41' 34,930"" W"
"17° 2' 47,760"" S","63° 30' 45,880"" W"
"16° 50' 24,436"" S","63° 34' 40,074"" W"
"16° 43' 48,827"" S","63° 49' 55,873"" W"
"17° 0' 24,296"" S","63° 23' 8,784"" W"
"16° 54' 24,410"" S","63° 10' 32,026"" W"
"16° 59' 22,245"" S","63° 12' 58,205"" W"
"16° 50' 17,066"" S","63° 18' 25,246"" W"
"16° 57' 58,271"" S","62° 35' 23,708"" W"
"16° 55' 21,212"" S","63° 1' 52,985"" W"
"16° 36' 22,527"" S","62° 53' 1,084"" W"
"17° 2' 48,404"" S","62° 55' 51,188"" W"
"17° 1' 34,883"" S","62° 58' 1,001"" W"
"16° 35' 50,335"" S","62° 56' 44,930"" W"
"17° 15' 24,138"" S","63° 30' 39,065"" W"
"16° 47' 47,549"" S","61° 6' 12,198"" W"
"16° 38' 31,788"" S","60° 58' 53,416"" W"
"17° 42' 6,114"" S","62° 53' 0,365"" W"
"17° 39' 49,864"" S","62° 48' 40,131"" W"
"17° 40' 2,954"" S","62° 49' 24,345"" W"
"20° 11' 22,839"" S","63° 41' 4,494"" W"
"18° 21' 23,357"" S","64° 18' 56,010"" W"
"17° 6' 42,909"" S","63° 3' 34,685"" W"
"18° 11' 35,632"" S","63° 51' 11,606"" W"
"18° 7' 34,377"" S","63° 54' 6,353"" W"
"15° 49' 58,285"" S","63° 6' 44,243"" W"
"18° 5' 24,581"" S","64° 9' 57,095"" W"
"17° 58' 51,705"" S","64° 1' 55,261"" W"
"17° 46' 2,096"" S","59° 55' 55,415"" W"
"17° 46' 34,149"" S","60° 13' 6,502"" W"
"16° 17' 48,995"" S","59° 12' 12,451"" W"
"17° 26' 45,422"" S","64° 6' 52,318"" W"
"18° 30' 29,062"" S","64° 5' 42,674"" W"
"16° 8' 37,059"" S","62° 24' 23,712"" W"
"16° 39' 43,411"" S","63° 49' 21,827"" W"
"16° 29' 18,611"" S","60° 58' 43,762"" W"
"16° 18' 42,067"" S","63° 17' 0,103"" W"
"16° 45' 9,233"" S","61° 56' 1,420"" W"
"18° 19' 36,692"" S","64° 9' 53,299"" W"
"16° 39' 41,687"" S","63° 1' 3,065"" W"
"15° 14' 5,000"" S","61° 22' 39,330"" W"
"16° 22' 51,511"" S","64° 13' 30,307"" W"
"18° 3' 11,098"" S","63° 59' 18,240"" W"
"16° 37' 57,534"" S","62° 59' 2,689"" W"
"16° 37' 39,106"" S","63° 4' 10,184"" W"
"16° 32' 51,250"" S","62° 48' 59,400"" W"
"17° 50' 37,657"" S","64° 38' 2,540"" W"
"17° 16' 4,488"" S","63° 23' 44,128"" W"
"17° 24' 7,583"" S","62° 26' 39,893"" W"
"17° 18' 48,792"" S","63° 56' 5,103"" W"
"17° 47' 32,543"" S","57° 46' 1,804"" W"
"18° 23' 34,800"" S","64° 15' 2,692"" W"
"17° 57' 40,641"" S","64° 38' 20,639"" W"
"17° 57' 3,184"" S","64° 18' 16,665"" W"
"16° 39' 12,823"" S","63° 20' 46,011"" W"
"17° 41' 46,246"" S","61° 19' 35,178"" W"
"17° 34' 36,806"" S","60° 59' 7,270"" W"
"17° 29' 6,629"" S","61° 5' 14,517"" W"
"17° 50' 53,987"" S","60° 42' 7,771"" W"
"20° 25' 3,381"" S","63° 9' 31,468"" W"
"20° 27' 16,078"" S","62° 43' 18,567"" W"
"18° 43' 49,555"" S","58° 32' 32,464"" W"
"17° 1' 46,851"" S","63° 22' 6,069"" W"
"16° 21' 39,511"" S","60° 59' 40,628"" W"
"15° 46' 27,164"" S","61° 29' 53,585"" W"
"17° 35' 53,992"" S","63° 20' 44,270"" W"
"15° 41' 1,860"" S","61° 11' 33,580"" W"
"15° 56' 54,381"" S","62° 57' 16,261"" W"
"16° 38' 10,980"" S","62° 27' 31,206"" W"
"17° 26' 42,686"" S","62° 27' 55,525"" W"
"17° 6' 14,673"" S","64° 4' 1,842"" W"
"16° 31' 35,799"" S","64° 42' 7,082"" W"
"17° 0' 31,179"" S","62° 35' 34,467"" W"
"18° 15' 58,612"" S","63° 49' 47,325"" W"
"18° 20' 26,444"" S","63° 57' 41,555"" W"
"16° 15' 27,773"" S","62° 16' 34,766"" W"
"17° 0' 42,946"" S","61° 41' 22,341"" W"
"17° 39' 20,960"" S","60° 44' 5,440"" W"
"18° 27' 7,545"" S","63° 2' 49,500"" W"
"20° 21' 59,769"" S","63° 15' 58,269"" W"
"15° 33' 10,040"" S","60° 20' 44,560"" W"
"17° 9' 57,220"" S","63° 47' 19,780"" W"
"19° 34' 53,500"" S","63° 32' 49,141"" W"
"18° 16' 15,862"" S","61° 58' 16,713"" W"
"17° 17' 16,224"" S","63° 53' 19,365"" W"
"17° 1' 21,750"" S","63° 54' 26,450"" W"
"16° 54' 47,525"" S","62° 29' 37,479"" W"
"16° 36' 22,943"" S","63° 14' 59,281"" W"
"17° 53' 53,743"" S","63° 21' 26,771"" W"
"16° 4' 30,725"" S","61° 33' 15,773"" W"
"18° 35' 34,816"" S","62° 43' 37,334"" W"
"15° 51' 23,949"" S","62° 4' 54,077"" W"
"16° 55' 45,104"" S","62° 40' 28,163"" W"
"15° 5' 30,038"" S","61° 29' 23,104"" W"
"16° 57' 6,524"" S","63° 10' 7,740"" W"
"17° 26' 29,718"" S","64° 2' 0,731"" W"
"18° 14' 5,711"" S","63° 6' 37,962"" W"
"18° 26' 7,307"" S","63° 24' 26,523"" W"
"17° 55' 50,296"" S","64° 24' 38,031"" W"
"17° 55' 40,578"" S","64° 16' 14,051"" W"
"15° 33' 37,972"" S","60° 17' 13,371"" W"
"16° 0' 38,755"" S","62° 18' 33,737"" W"
"16° 50' 51,085"" S","62° 34' 52,950"" W"
"17° 4' 23,094"" S","63° 48' 59,481"" W"
"17° 41' 18,287"" S","61° 23' 18,200"" W"
"15° 6' 56,841"" S","61° 29' 5,255"" W"
"18° 0' 0,623"" S","64° 9' 14,506"" W"
"16° 28' 40,570"" S","62° 55' 22,200"" W"
"17° 14' 19,727"" S","64° 3' 27,424"" W"
"19° 13' 7,182"" S","63° 42' 10,861"" W"
"17° 46' 40,871"" S","62° 58' 25,070"" W"
"17° 16' 55,265"" S","60° 44' 7,707"" W"
"15° 55' 40,586"" S","62° 11' 56,998"" W"
"16° 44' 7,857"" S","63° 37' 41,508"" W"
"17° 39' 58,400"" S","62° 48' 51,594"" W"
"20° 9' 14,987"" S","63° 28' 55,099"" W"
"16° 58' 45,121"" S","64° 26' 20,530"" W"
"20° 18' 47,548"" S","62° 41' 26,811"" W"
"17° 28' 36,529"" S","60° 24' 27,874"" W"
"16° 42' 15,380"" S","64° 2' 45,060"" W"
"16° 48' 25,868"" S","63° 49' 49,307"" W"
"16° 43' 20,018"" S","64° 27' 0,891"" W"
"16° 51' 50,603"" S","62° 41' 29,348"" W"
"17° 22' 27,838"" S","64° 12' 8,445"" W"
"16° 17' 32,106"" S","62° 51' 45,768"" W"
"17° 40' 28,939"" S","63° 30' 36,826"" W"
"17° 26' 43,215"" S","63° 52' 5,524"" W"
"18° 12' 20,095"" S","59° 58' 1,779"" W"
"16° 3' 39,656"" S","62° 20' 50,952"" W"
"16° 55' 36,122"" S","62° 39' 41,032"" W"
"17° 9' 51,777"" S","63° 46' 38,967"" W"
"15° 29' 59,323"" S","62° 16' 11,346"" W"
"17° 10' 59,059"" S","61° 17' 12,434"" W"
"18° 1' 37,375"" S","63° 4' 11,269"" W"
"17° 27' 53,465"" S","63° 36' 15,821"" W"
"16° 25' 52,183"" S","61° 13' 8,666"" W"
"16° 41' 35,420"" S","63° 57' 49,544"" W"
"17° 23' 36,982"" S","64° 12' 55,744"" W"
"18° 29' 48,442"" S","59° 20' 22,166"" W"
"18° 20' 29,792"" S","63° 16' 29,838"" W"
"17° 49' 16,943"" S","63° 3' 19,095"" W"
"17° 11' 20,699"" S","63° 6' 37,427"" W"
"18° 34' 25,018"" S","57° 55' 32,411"" W"
"17° 9' 8,593"" S","63° 44' 51,995"" W"
"16° 29' 49,906"" S","63° 2' 47,834"" W"
"17° 58' 50,195"" S","63° 23' 37,611"" W"
"16° 59' 45,097"" S","63° 56' 13,784"" W"
"18° 35' 24,450"" S","57° 45' 42,224"" W"
"15° 46' 50,264"" S","63° 13' 16,636"" W"
"16° 0' 4,671"" S","62° 30' 17,564"" W"
"17° 4' 10,751"" S","62° 59' 10,468"" W"
"17° 7' 45,925"" S","62° 33' 59,492"" W"
"16° 43' 16,943"" S","62° 58' 45,771"" W"
"15° 39' 47,643"" S","63° 7' 31,581"" W"
"17° 18' 23,349"" S","63° 18' 4,601"" W"
"17° 32' 44,441"" S","63° 40' 5,445"" W"
"17° 27' 19,267"" S","63° 32' 53,429"" W"
"19° 38' 46,656"" S","63° 32' 0,922"" W"
"17° 6' 1,953"" S","64° 27' 24,007"" W"
"16° 49' 11,427"" S","63° 45' 40,283"" W"
"17° 3' 11,720"" S","64° 28' 43,738"" W"
"17° 8' 57,082"" S","63° 58' 13,624"" W"
"16° 0' 38,001"" S","61° 49' 3,809"" W"
"16° 43' 8,032"" S","63° 57' 16,379"" W"
"15° 39' 10,176"" S","63° 6' 37,774"" W"
"16° 13' 5,135"" S","62° 40' 49,097"" W"
"15° 42' 7,457"" S","61° 11' 29,888"" W"
"15° 57' 32,310"" S","62° 23' 46,764"" W"
"18° 2' 21,525"" S","62° 15' 49,425"" W"
"17° 49' 1,116"" S","60° 35' 19,937"" W"
"17° 37' 58,145"" S","62° 28' 47,436"" W"
"18° 42' 28,234"" S","58° 35' 58,598"" W"
"17° 32' 32,754"" S","62° 52' 29,883"" W"
"16° 55' 8,956"" S","64° 43' 11,301"" W"
"16° 46' 57,301"" S","63° 31' 33,010"" W"
"19° 50' 27,072"" S","62° 58' 20,605"" W"
"16° 27' 13,236"" S","60° 55' 43,286"" W"
"16° 59' 56,968"" S","64° 31' 5,566"" W"
"16° 50' 5,221"" S","62° 57' 46,473"" W"
"17° 29' 25,613"" S","63° 10' 41,717"" W"
"17° 54' 3,320"" S","63° 26' 16,408"" W"
"15° 41' 45,140"" S","63° 5' 52,827"" W"
"17° 11' 15,640"" S","63° 42' 17,669"" W"
"16° 36' 1,938"" S","63° 58' 20,965"" W"
"17° 27' 35,260"" S","63° 32' 41,798"" W"
"16° 8' 23,027"" S","62° 53' 1,773"" W"
"15° 57' 21,457"" S","61° 39' 25,750"" W"
"15° 51' 42,075"" S","63° 5' 17,751"" W"
"17° 52' 40,213"" S","60° 44' 2,620"" W"
"16° 37' 45,939"" S","62° 39' 45,730"" W"
"16° 43' 10,395"" S","64° 15' 0,353"" W"
"15° 58' 33,187"" S","60° 44' 0,567"" W"
"18° 2' 38,586"" S","63° 59' 23,946"" W"
"20° 5' 52,843"" S","63° 25' 2,814"" W"
"16° 59' 51,647"" S","64° 35' 9,412"" W"
"15° 6' 16,940"" S","61° 29' 3,297"" W"
"16° 36' 21,988"" S","64° 9' 13,408"" W"
"16° 57' 38,534"" S","64° 19' 40,847"" W"
"18° 24' 1,883"" S","63° 23' 51,983"" W"
"16° 39' 48,484"" S","63° 57' 49,042"" W"
"18° 43' 41,942"" S","63° 14' 51,312"" W"
"18° 4' 7,056"" S","62° 55' 58,700"" W"
"17° 25' 30,420"" S","63° 58' 22,930"" W"
"18° 20' 26,656"" S","63° 2' 8,163"" W"
"18° 28' 55,681"" S","63° 18' 8,952"" W"
"16° 59' 57,483"" S","64° 31' 49,829"" W"
"16° 29' 24,356"" S","62° 56' 32,403"" W"
"19° 56' 49,936"" S","63° 38' 14,326"" W"
"16° 2' 12,567"" S","63° 2' 9,987"" W"
"17° 14' 24,560"" S","63° 54' 30,531"" W"
"15° 57' 38,371"" S","63° 14' 39,691"" W"
"16° 35' 30,794"" S","62° 20' 28,779"" W"
"17° 20' 56,458"" S","63° 35' 22,582"" W"
"18° 12' 18,012"" S","60° 1' 44,996"" W"
"16° 1' 49,163"" S","61° 50' 8,648"" W"
"17° 47' 34,374"" S","57° 45' 58,171"" W"
"16° 52' 7,087"" S","64° 27' 11,991"" W"
"15° 58' 22,682"" S","63° 32' 3,056"" W"
"15° 42' 58,782"" S","63° 0' 34,773"" W"
"18° 36' 4,223"" S","63° 13' 31,139"" W"
"17° 33' 37,089"" S","63° 32' 2,205"" W"
"18° 54' 55,797"" S","58° 4' 22,783"" W"
"17° 34' 8,366"" S","62° 12' 18,665"" W"
"16° 44' 48,762"" S","62° 37' 31,778"" W"
"17° 19' 7,587"" S","60° 2' 54,878"" W"
"16° 59' 39,412"" S","63° 51' 42,160"" W"
"17° 11' 26,860"" S","61° 17' 18,090"" W"
"17° 25' 12,805"" S","60° 16' 9,421"" W"
"17° 5' 21,327"" S","63° 36' 50,123"" W"
"17° 25' 56,520"" S","63° 37' 55,027"" W"
"18° 1' 41,648"" S","64° 6' 28,070"" W"
"17° 57' 8,770"" S","63° 59' 11,378"" W"
"17° 5' 6,431"" S","63° 51' 53,487"" W"
"15° 57' 38,284"" S","61° 42' 55,721"" W"
"16° 38' 44,172"" S","63° 7' 51,735"" W"
"15° 34' 20,530"" S","63° 7' 32,789"" W"
"17° 46' 11,298"" S","63° 13' 22,431"" W"
"15° 46' 3,561"" S","61° 10' 48,915"" W"
"17° 53' 9,423"" S","63° 30' 14,538"" W"
"17° 8' 42,946"" S","63° 46' 23,915"" W"
"16° 52' 54,752"" S","60° 39' 28,008"" W"
"15° 34' 29,641"" S","61° 1' 24,363"" W"
"15° 40' 54,138"" S","63° 6' 30,787"" W"
"17° 58' 17,391"" S","64° 2' 2,574"" W"
"15° 31' 47,285"" S","60° 58' 35,917"" W"
"17° 28' 18,078"" S","60° 22' 44,087"" W"
"15° 42' 34,453"" S","60° 23' 56,829"" W"
"17° 12' 17,690"" S","63° 55' 14,227"" W"
"16° 50' 40,770"" S","64° 1' 58,697"" W"
"18° 22' 39,070"" S","62° 48' 57,136"" W"
"17° 8' 22,319"" S","64° 17' 26,906"" W"
"17° 30' 36,397"" S","63° 48' 32,266"" W"
"17° 7' 1,632"" S","60° 58' 16,573"" W"
"17° 15' 23,453"" S","63° 32' 10,799"" W"
"16° 39' 4,788"" S","63° 54' 14,292"" W"
"17° 5' 59,827"" S","63° 51' 51,007"" W"
"15° 48' 42,740"" S","61° 10' 40,259"" W"
"17° 12' 53,949"" S","62° 33' 30,674"" W"
"15° 55' 38,312"" S","62° 53' 50,839"" W"
"16° 57' 40,653"" S","64° 6' 17,730"" W"
"18° 24' 49,649"" S","61° 55' 44,185"" W"
"17° 20' 58,269"" S","64° 2' 28,108"" W"
"18° 11' 59,562"" S","64° 10' 53,547"" W"
"16° 12' 58,323"" S","62° 48' 34,448"" W"
"18° 37' 11,846"" S","63° 49' 26,441"" W"
"17° 45' 56,183"" S","61° 32' 22,847"" W"
"16° 46' 56,905"" S","63° 0' 10,557"" W"
"17° 32' 1,593"" S","61° 20' 50,150"" W"
"13° 47' 51,550"" S","62° 9' 37,379"" W"
"17° 1' 9,844"" S","63° 50' 11,257"" W"
"16° 23' 30,065"" S","58° 41' 42,434"" W"
"16° 35' 36,811"" S","64° 11' 32,842"" W"
"16° 52' 38,208"" S","63° 46' 1,404"" W"
"17° 3' 29,500"" S","63° 55' 53,100"" W"
"18° 46' 28,044"" S","58° 34' 11,525"" W"
"17° 21' 5,478"" S","63° 59' 25,162"" W"
"18° 59' 58,316"" S","63° 19' 17,329"" W"
"16° 52' 55,561"" S","62° 51' 6,234"" W"
"16° 39' 54,680"" S","62° 35' 32,568"" W"
"16° 58' 31,384"" S","62° 32' 54,002"" W"
"17° 44' 59,229"" S","63° 1' 13,179"" W"
