LAT,LONG
1.74541,10.16493
0.998555,10.27047
1.495825,10.737922
1.413569,10.628901
1.063127,10.793859
2.025193,10.376822
1.063127,10.793859
1.649041,10.316952
1.563825,10.514335
0.998555,10.27047
1.622502,10.354798
